pr_articul,pr_categories,pr_header,pr_price,pr_stock,pr_url,pr_weight
"
                            040030001204
                        ","Rohrverbindungen, Industriefittings, ","
                    1-TLG. KUGELHAHN IG-IG Rp1/2"" 316Ti RED. DURCHGANG
                ","
                    Katalogpreis: 14,16 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp1-2-316Ti-RED.-DURCHGANG/040030001204,"
            0.43 kg
        "
"
                            040030103404012
                        ","Rohrverbindungen, Industriefittings, ","
                    RED-WINKEL 90 Rp3/4""-1/2"" 316/316Ti IG-IG
                ","
                    Katalogpreis: 3,96 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED-WINKEL-90-Rp3-4-1-2-316-316Ti-IG-IG/040030103404012,
"
                            040030103414
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp3/4"" 316/316Ti
                ","
                    Katalogpreis: 2,84 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp3-4-316-316Ti/040030103414,"
            0.026 kg
        "
"
                            040030103804014
                        ","Rohrverbindungen, Industriefittings, ","
                    RED-WINKEL 90 Rp3/8""-1/4"" 316/316Ti IG-IG
                ","
                    Katalogpreis: 2,16 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED-WINKEL-90-Rp3-8-1-4-316-316Ti-IG-IG/040030103804014,
"
                            040030101814
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp1/8"" 316/316Ti
                ","
                    Katalogpreis: 1,46 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp1-8-316-316Ti/040030101814,"
            0.04 kg
        "
"
                            040030101214
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp1/2"" 316/316Ti
                ","
                    Katalogpreis: 1,97 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp1-2-316-316Ti/040030101214,"
            0.04 kg
        "
"
                            040030101414
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp1/4"" 316/316Ti
                ","
                    Katalogpreis: 1,46 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp1-4-316-316Ti/040030101414,"
            0.062 kg
        "
"
                            040030101204038
                        ","Rohrverbindungen, Industriefittings, ","
                    RED-WINKEL 90 Rp1/2""-3/8"" 316/316Ti IG-IG
                ","
                    Katalogpreis: 2,57 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED-WINKEL-90-Rp1-2-3-8-316-316Ti-IG-IG/040030101204038,
"
                            040030103814
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp3/8"" 316/316Ti
                ","
                    Katalogpreis: 1,59 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp3-8-316-316Ti/040030103814,"
            0.04 kg
        "
"
                            040030020014
                        ","Rohrverbindungen, Industriefittings, ","
                    2-TLG. KUGELHAHN IG-IG Rp2"" 316Ti FREIER DURCHGANG
                ","
                    Katalogpreis: 106,22 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp2-316Ti-FREIER-DURCHGANG/040030020014,"
            3.521 kg
        "
"
                            040030020004
                        ","Rohrverbindungen, Industriefittings, ","
                    1-TLG. KUGELHAHN IG-IG Rp2"" 316Ti RED. DURCHGANG
                ","
                    Katalogpreis: 57,05 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp2-316Ti-RED.-DURCHGANG/040030020004,"
            0.43 kg
        "
"
                            040030011414
                        ","Rohrverbindungen, Industriefittings, ","
                    2-TLG.KUGELHAHN IG-IG Rp1.1/4"" 316Ti FREIER DURCHGANG
                ","
                    Katalogpreis: 51,30 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/2-TLG.KUGELHAHN-IG-IG-Rp1.1-4-316Ti-FREIER-DURCHGANG/040030011414,"
            1.371 kg
        "
"
                            040030011204
                        ","Rohrverbindungen, Industriefittings, ","
                    1-TLG.KUGELHAHN IG-IG Rp1.1/2"" 316Ti RED. DURCHGANG
                ","
                    Katalogpreis: 42,54 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/1-TLG.KUGELHAHN-IG-IG-Rp1.1-2-316Ti-RED.-DURCHGANG/040030011204,"
            0.43 kg
        "
"
                            040030011404
                        ","Rohrverbindungen, Industriefittings, ","
                    1-TLG.KUGELHAHN IG-IG Rp1.1/4"" 316Ti RED. DURCHGANG
                ","
                    Katalogpreis: 35,98 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/1-TLG.KUGELHAHN-IG-IG-Rp1.1-4-316Ti-RED.-DURCHGANG/040030011404,"
            0.43 kg
        "
"
                            040030010014
                        ","Rohrverbindungen, Industriefittings, ","
                    2-TLG. KUGELHAHN IG-IG Rp1"" 316Ti FREIER DURCHGANG
                ","
                    Katalogpreis: 36,93 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-316Ti-FREIER-DURCHGANG/040030010014,"
            0.43 kg
        "
"
                            040030011214
                        ","Rohrverbindungen, Industriefittings, ","
                    2-TLG.KUGELHAHN IG-IG Rp1.1/2"" 316Ti FREIER DURCHGANG
                ","
                    Katalogpreis: 70,32 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/2-TLG.KUGELHAHN-IG-IG-Rp1.1-2-316Ti-FREIER-DURCHGANG/040030011214,"
            2.138 kg
        "
"
                            040031121204
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG SS 2.1/2"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 72,15 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-SS-2.1-2-316-316Ti-FLACH-DICHTEND/040031121204,
"
                            040030301814
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp1/8"" 316/316Ti
                ","
                    Katalogpreis: 1,96 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp1-8-316-316Ti/040030301814,
"
                            040031101414
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-IG Rp1/4"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 8,94 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-IG-Rp1-4-316-316Ti-FLACH-DICHTEND/040031101414,"
            0.09 kg
        "
"
                            040031120024
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-AG Rp/R2"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 41,19 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-AG-Rp-R2-316-316Ti-FLACH-DICHTEND/040031120024,
