pr_articul,pr_categories,pr_header,pr_price,pr_stock,pr_url,pr_weight
"
                            040030520014
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R2"" 316/316Ti
                ","
                    Katalogpreis: 60,65 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R2-316-316Ti/040030520014,
"
                            040030521214
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R2.1/2"" 316/316Ti
                ","
                    Katalogpreis: 81,98 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R2.1-2-316-316Ti/040030521214,
"
                            040030511214
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R1.1/2"" 316/316Ti
                ","
                    Katalogpreis: 44,10 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R1.1-2-316-316Ti/040030511214,
"
                            040030511414
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R1.1/4"" 316/316Ti
                ","
                    Katalogpreis: 31,79 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R1.1-4-316-316Ti/040030511414,
"
                            040030510014
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R1"" 316/316Ti
                ","
                    Katalogpreis: 23,71 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R1-316-316Ti/040030510014,
"
                            040030503814
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R3/8"" 316/316Ti
                ","
                    Katalogpreis: 8,89 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R3-8-316-316Ti/040030503814,
"
                            040030501214
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R1/2"" 316/316Ti
                ","
                    Katalogpreis: 9,88 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R1-2-316-316Ti/040030501214,
"
                            040030430014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-AG Rp/R3"" 316/316Ti
                ","
                    Katalogpreis: 35,22 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-AG-Rp-R3-316-316Ti/040030430014,"
            0.04 kg
        "
"
                            040030420014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-AG Rp/R2"" 316/316Ti
                ","
                    Katalogpreis: 12,36 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-AG-Rp-R2-316-316Ti/040030420014,"
            0.527 kg
        "
"
                            040030421214
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-AG Rp/R2.1/2"" 316/316Ti
                ","
                    Katalogpreis: 24,71 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-AG-Rp-R2.1-2-316-316Ti/040030421214,"
            0.04 kg
        "
"
                            040030411214
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-AG Rp/R1.1/2"" 316/316Ti
                ","
                    Katalogpreis: 8,37 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-AG-Rp-R1.1-2-316-316Ti/040030411214,"
            0.126 kg
        "
"
                            040030411414
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-AG Rp/R1.1/4"" 316/316Ti
                ","
                    Katalogpreis: 6,20 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-AG-Rp-R1.1-4-316-316Ti/040030411414,"
            0.185 kg
        "
"
                            040030403814
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-AG Rp/R3/8"" 316/316Ti
                ","
                    Katalogpreis: 1,97 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-AG-Rp-R3-8-316-316Ti/040030403814,"
            0.038 kg
        "
"
                            040030410014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-AG Rp/R1"" 316/316Ti
                ","
                    Katalogpreis: 3,84 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-AG-Rp-R1-316-316Ti/040030410014,"
            0.052 kg
        "
"
                            040030403414
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-AG Rp/R3/4"" 316/316Ti
                ","
                    Katalogpreis: 2,98 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-AG-Rp-R3-4-316-316Ti/040030403414,"
            0.04 kg
        "
"
                            040030401814
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-AG Rp/R1/8"" 316/316Ti
                ","
                    Katalogpreis: 1,89 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-AG-Rp-R1-8-316-316Ti/040030401814,"
            0.04 kg
        "
"
                            040030401214
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-AG Rp/R1/2"" 316/316Ti
                ","
                    Katalogpreis: 2,22 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-AG-Rp-R1-2-316-316Ti/040030401214,"
            0.114 kg
        "
"
                            040030340014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp4"" 316/316Ti
                ","
                    Katalogpreis: 62,48 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp4-316-316Ti/040030340014,
"
                            040030330014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp3"" 316/316Ti
                ","
                    Katalogpreis: 34,87 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp3-316-316Ti/040030330014,"
            1.208 kg
        "
"
                            040030401414
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-AG Rp/R1/4"" 316/316Ti
                ","
                    Katalogpreis: 1,60 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-AG-Rp-R1-4-316-316Ti/040030401414,"
            0.04 kg
        "
"
                            040030321214
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp2.1/2"" 316/316Ti
                ","
                    Katalogpreis: 24,10 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp2.1-2-316-316Ti/040030321214,
"
                            040030311414
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp1.1/4"" 316/316Ti
                ","
                    Katalogpreis: 6,78 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp1.1-4-316-316Ti/040030311414,
"
                            040030310014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp1"" 316/316Ti
                ","
                    Katalogpreis: 4,41 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp1-316-316Ti/040030310014,
"
                            040030303814
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp3/8"" 316/316Ti
                ","
                    Katalogpreis: 2,28 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp3-8-316-316Ti/040030303814,
"
                            040030301814
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp1/8"" 316/316Ti
                ","
                    Katalogpreis: 1,96 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp1-8-316-316Ti/040030301814,
"
                            040030303414
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp3/4"" 316/316Ti
                ","
                    Katalogpreis: 3,63 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp3-4-316-316Ti/040030303414,
"
                            040030301414
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp1/4"" 316/316Ti
                ","
                    Katalogpreis: 1,96 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp1-4-316-316Ti/040030301414,
"
                            040030311214
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp1.1/2"" 316/316Ti
                ","
                    Katalogpreis: 9,10 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp1.1-2-316-316Ti/040030311214,
"
                            040030301214
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp1/2"" 316/316Ti
                ","
                    Katalogpreis: 2,71 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp1-2-316-316Ti/040030301214,
"
                            040030230014
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp3"" 316/316Ti
                ","
                    Katalogpreis: 67,04 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp3-316-316Ti/040030230014,
"
                            040030221214
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZST. IG-IG-IG-IG Rp2.1/2"" 316/316Ti
                ","
                    Katalogpreis: 47,30 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZST.-IG-IG-IG-IG-Rp2.1-2-316-316Ti/040030221214,
"
                            040030220014
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp2"" 316/316Ti
                ","
                    Katalogpreis: 24,02 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp2-316-316Ti/040030220014,
"
                            040030211414
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZST. IG-IG-IG-IG Rp1.1/4"" 316/316Ti
                ","
                    Katalogpreis: 14,33 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZST.-IG-IG-IG-IG-Rp1.1-4-316-316Ti/040030211414,
"
                            040030211214
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZST. IG-IG-IG-IG Rp1.1/2"" 316/316Ti
                ","
                    Katalogpreis: 16,90 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZST.-IG-IG-IG-IG-Rp1.1-2-316-316Ti/040030211214,
"
                            040030320014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 45 IG-IG  Rp2"" 316/316Ti
                ","
                    Katalogpreis: 12,47 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-45-IG-IG-Rp2-316-316Ti/040030320014,
"
                            040030203814
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp3/8"" 316/316Ti
                ","
                    Katalogpreis: 4,73 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp3-8-316-316Ti/040030203814,
"
                            040030203414
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp3/4"" 316/316Ti
                ","
                    Katalogpreis: 7,52 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp3-4-316-316Ti/040030203414,
"
                            040030201814
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp1/8"" 316/316Ti
                ","
                    Katalogpreis: 4,21 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp1-8-316-316Ti/040030201814,
"
                            040030201214
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp1/2"" 316/316Ti
                ","
                    Katalogpreis: 5,36 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp1-2-316-316Ti/040030201214,
"
                            040030140014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp4"" 316/316Ti
                ","
                    Katalogpreis: 49,97 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp4-316-316Ti/040030140014,"
            0.04 kg
        "
"
                            040030201414
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp1/4"" 316/316Ti
                ","
                    Katalogpreis: 4,21 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp1-4-316-316Ti/040030201414,
"
                            040030210014
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp1"" 316/316Ti
                ","
                    Katalogpreis: 9,35 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp1-316-316Ti/040030210014,
"
                            040030120014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp2"" 316/316Ti
                ","
                    Katalogpreis: 10,63 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp2-316-316Ti/040030120014,"
            0.532 kg
        "
"
                            040030130014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp3"" 316/316Ti
                ","
                    Katalogpreis: 30,25 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp3-316-316Ti/040030130014,"
            0.04 kg
        "
"
                            040030121214
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp2.1/2"" 316/316Ti
                ","
                    Katalogpreis: 22,95 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp2.1-2-316-316Ti/040030121214,"
            0.04 kg
        "
"
                            040030120004112
                        ","Rohrverbindungen, Industriefittings, ","
                    RED-WINKEL 90 Rp2""-1.1/2"" 316/316Ti IG-IG
                ","
                    Katalogpreis: 14,95 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED-WINKEL-90-Rp2-1.1-2-316-316Ti-IG-IG/040030120004112,
"
                            040030111414
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp1.1/4"" 316/316Ti
                ","
                    Katalogpreis: 5,91 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp1.1-4-316-316Ti/040030111414,"
            0.229 kg
        "
"
                            040030111204114
                        ","Rohrverbindungen, Industriefittings, ","
                    RED-WINKEL 90 Rp1.1/2""-1.1/4"" 316/316Ti IG-IG
                ","
                    Katalogpreis: 10,39 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED-WINKEL-90-Rp1.1-2-1.1-4-316-316Ti-IG-IG/040030111204114,
"
                            040030111404100
                        ","Rohrverbindungen, Industriefittings, ","
                    RED-WINKEL 90 Rp1.1/4""-1"" 316/316Ti IG-IG
                ","
                    Katalogpreis: 8,32 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED-WINKEL-90-Rp1.1-4-1-316-316Ti-IG-IG/040030111404100,
"
                            040030001214
                        ","Rohrverbindungen, Industriefittings, ","
                    2-TLG. KUGELHAHN IG-IG Rp1/2"" 316Ti FREIER DURCHGANG
                ","
                    Katalogpreis: 21,88 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-2-316Ti-FREIER-DURCHGANG/040030001214,"
            0.43 kg
        "
"
                            040030110014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp1"" 316/316Ti
                ","
                    Katalogpreis: 3,83 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp1-316-316Ti/040030110014,"
            0.153 kg
        "
